user_id,order_number,product_id
1,1,0
1,1,1
1,1,2
1,2,3
1,2,4
1,2,5
1,2,6
1,2,7
1,3,8
1,4,9
1,4,10
1,5,11
1,5,12
1,5,6
1,5,13
1,5,14
1,5,15
1,6,6
1,6,16
1,7,17
1,7,18
1,7,19
1,7,20
1,8,21
1,8,6
1,8,22
1,8,23
1,8,24
1,8,25
1,8,26
1,8,27
1,8,28
1,8,29
1,9,30
1,9,31
1,9,32
1,10,33
1,10,34
1,10,35
1,10,6
1,10,36
1,10,37
1,10,38
1,11,39
1,11,8
1,11,40
1,11,41
1,11,42
1,11,43
1,11,44
1,11,45
1,12,46
1,12,47
1,13,48
1,13,49
1,13,9
2,1,50
2,1,51
2,1,52
2,1,53
2,1,54
2,1,55
2,1,56
2,1,57
2,1,58
2,1,59
2,1,60
2,1,61
2,1,62
2,1,63
2,1,64
2,1,65
2,1,66
2,1,67
2,2,68
2,3,50
2,3,69
2,4,70
2,4,71
2,4,72
2,4,73
2,4,74
2,4,75
2,4,76
2,4,77
2,4,78
2,4,79
2,5,80
2,5,81
2,5,82
2,5,83
2,5,84
2,5,70
2,5,85
2,5,86
2,5,87
2,5,88
2,5,89
2,5,90
2,5,91
2,6,92
2,6,61
2,6,66
2,6,93
2,6,94
2,6,50
2,6,68
2,6,95
2,6,96
2,6,97
2,6,98
2,6,99
2,6,100
2,6,101
2,6,4
2,6,102
2,7,103
2,7,68
2,7,104
2,8,70
2,8,105
2,8,106
2,8,107
2,8,108
2,8,109
2,8,110
2,8,111
2,8,112
2,8,113
2,8,114
2,8,115
2,8,116
2,8,117
2,8,66
2,8,118
2,8,119
2,8,120
2,9,121
2,10,92
2,11,122
2,11,54
2,11,123
2,12,124
2,12,125
2,13,126
2,13,127
2,14,128
2,14,129
2,14,106
2,14,130
2,14,92
2,14,131
2,14,132
2,14,133
2,14,134
2,14,135
2,14,136
2,14,137
2,14,138
2,14,139
2,14,140
2,14,141
2,15,142
2,15,143
2,15,144
2,15,145
2,15,106
2,15,52
2,15,146
2,15,147
3,1,148
3,1,149
3,1,122
3,1,150
3,2,151
3,2,152
3,3,151
3,3,153
3,4,149
3,4,122
3,4,154
3,5,155
3,5,156
3,5,157
3,5,158
3,5,159
3,5,160
3,6,161
3,6,162
3,6,163
3,7,119
3,7,164
3,7,165
3,8,166
3,8,167
3,8,168
3,8,169
3,8,170
3,9,171
3,9,172
4,1,173
4,1,174
4,1,175
4,1,176
4,1,177
4,1,178
4,1,179
4,1,180
4,1,181
4,1,182
4,2,183
4,2,184
4,2,185
4,2,186
4,2,187
4,2,188
4,2,189
4,2,190
4,2,191
4,3,192
4,3,151
4,3,193
4,4,194
4,4,195
4,5,196
4,5,191
4,5,197
4,5,198
4,6,199
4,6,200
4,6,201
4,6,195
4,6,202
4,6,197
4,7,203
4,7,204
4,7,205
4,8,206
4,8,207
4,8,208
4,8,209
4,8,210
4,8,211
4,8,212
4,9,213
4,10,214
4,10,195
4,11,215
4,11,1
4,11,216
4,11,217
4,11,60
4,11,218
4,11,219
4,11,195
4,11,220
4,12,214
4,12,221
4,12,222
4,13,151
4,13,222
4,13,223
4,13,224
4,14,224
4,14,225
4,14,226
4,14,151
5,1,227
5,1,228
5,1,229
5,1,50
5,2,230
5,2,231
5,3,232
5,4,233
5,4,234
5,4,235
5,5,236
5,6,237
5,7,145
5,7,238
5,8,239
5,8,240
5,8,241
5,8,242
5,8,243
5,8,244
5,8,245
5,8,246
5,8,247
5,8,248
5,8,249
5,8,250
5,8,251
5,8,252
5,9,253
5,9,92
5,9,254
5,9,255
5,10,256
5,10,257
5,10,258
5,10,249
5,10,259
5,10,260
